chain,day,total_value
Avalanche,2023-05-04 00:00:00.000 UTC,279011308954603644270770
avalanche_c,2023-05-04 00:00:00.000 UTC,279011308954603644270770
Arbitrum,2023-05-06 00:00:00.000 UTC,10819512370608913824369
arbitrum,2023-05-06 00:00:00.000 UTC,10819512370608913824369
Gnosis,2023-05-08 00:00:00.000 UTC,3316564470802635933336
gnosis,2023-05-08 00:00:00.000 UTC,3316564470802635933336
Avalanche,2023-05-09 00:00:00.000 UTC,1041279785250192367609
Gnosis,2023-05-09 00:00:00.000 UTC,4025245738935984130532
avalanche_c,2023-05-09 00:00:00.000 UTC,1041279785250192367609
gnosis,2023-05-09 00:00:00.000 UTC,4025245738935984130532
Avalanche,2023-05-11 00:00:00.000 UTC,6516275996215938910614229
Gnosis,2023-05-11 00:00:00.000 UTC,15135833613780603857747
avalanche_c,2023-05-11 00:00:00.000 UTC,6516275996215938910614229
gnosis,2023-05-11 00:00:00.000 UTC,15135833613780603857747
Gnosis,2023-05-12 00:00:00.000 UTC,16612396477602889844981
gnosis,2023-05-12 00:00:00.000 UTC,16612396477602889844981
Gnosis,2023-05-13 00:00:00.000 UTC,2591261078682292379185
gnosis,2023-05-13 00:00:00.000 UTC,2591261078682292379185
Avalanche,2023-05-15 00:00:00.000 UTC,56042968920595030420210
avalanche_c,2023-05-15 00:00:00.000 UTC,56042968920595030420210
Gnosis,2023-05-16 00:00:00.000 UTC,1365917152788125356210
gnosis,2023-05-16 00:00:00.000 UTC,1365917152788125356210
Avalanche,2023-05-18 00:00:00.000 UTC,7954483360989550826409
avalanche_c,2023-05-18 00:00:00.000 UTC,7954483360989550826409
Gnosis,2023-05-24 00:00:00.000 UTC,1613988730585571943466
gnosis,2023-05-24 00:00:00.000 UTC,1613988730585571943466
Gnosis,2023-05-26 00:00:00.000 UTC,345364179166562339473979
gnosis,2023-05-26 00:00:00.000 UTC,345364179166562339473979
Gnosis,2023-05-27 00:00:00.000 UTC,35378177716121827276112
gnosis,2023-05-27 00:00:00.000 UTC,35378177716121827276112
Gnosis,2023-05-28 00:00:00.000 UTC,15240359639393705428137
gnosis,2023-05-28 00:00:00.000 UTC,15240359639393705428137
Gnosis,2023-05-29 00:00:00.000 UTC,4218557272076257475934
gnosis,2023-05-29 00:00:00.000 UTC,4218557272076257475934
Avalanche,2023-05-30 00:00:00.000 UTC,225405749288732415806034
avalanche_c,2023-05-30 00:00:00.000 UTC,225405749288732415806034
Gnosis,2023-05-31 00:00:00.000 UTC,15525645642261508344050
gnosis,2023-05-31 00:00:00.000 UTC,15525645642261508344050
Avalanche,2023-06-03 00:00:00.000 UTC,1123463138070006702342491
Gnosis,2023-06-03 00:00:00.000 UTC,2879376277741349859187
avalanche_c,2023-06-03 00:00:00.000 UTC,1123463138070006702342491
gnosis,2023-06-03 00:00:00.000 UTC,2879376277741349859187
Avalanche,2023-06-05 00:00:00.000 UTC,48662706274597211155978
Gnosis,2023-06-05 00:00:00.000 UTC,16692650194656617175545
avalanche_c,2023-06-05 00:00:00.000 UTC,48662706274597211155978
gnosis,2023-06-05 00:00:00.000 UTC,16692650194656617175545
Arbitrum,2023-06-06 00:00:00.000 UTC,675860866731293942501
arbitrum,2023-06-06 00:00:00.000 UTC,675860866731293942501
Avalanche,2023-06-10 00:00:00.000 UTC,133373921352608687499372
avalanche_c,2023-06-10 00:00:00.000 UTC,133373921352608687499372
Avalanche,2023-06-12 00:00:00.000 UTC,116865261675859919325072
Gnosis,2023-06-12 00:00:00.000 UTC,61573595870077542918211
avalanche_c,2023-06-12 00:00:00.000 UTC,116865261675859919325072
gnosis,2023-06-12 00:00:00.000 UTC,61573595870077542918211
Gnosis,2023-06-13 00:00:00.000 UTC,10750879489098099788638
gnosis,2023-06-13 00:00:00.000 UTC,10750879489098099788638
Gnosis,2023-06-14 00:00:00.000 UTC,21539123466397064844482
gnosis,2023-06-14 00:00:00.000 UTC,21539123466397064844482
Gnosis,2023-06-17 00:00:00.000 UTC,1500000000000000
gnosis,2023-06-17 00:00:00.000 UTC,1500000000000000
Gnosis,2023-06-22 00:00:00.000 UTC,23852600084629338625530
gnosis,2023-06-22 00:00:00.000 UTC,23852600084629338625530
Avalanche,2023-06-24 00:00:00.000 UTC,135451553496132353722292
avalanche_c,2023-06-24 00:00:00.000 UTC,135451553496132353722292
Avalanche,2023-06-28 00:00:00.000 UTC,53821682856840202527712
avalanche_c,2023-06-28 00:00:00.000 UTC,53821682856840202527712
Avalanche,2023-07-01 00:00:00.000 UTC,17377884289050937124057
avalanche_c,2023-07-01 00:00:00.000 UTC,17377884289050937124057
Arbitrum,2023-07-02 00:00:00.000 UTC,272143073141329180823359688
Avalanche,2023-07-02 00:00:00.000 UTC,51780638540507109626925169
arbitrum,2023-07-02 00:00:00.000 UTC,272143073141329180823359688
avalanche_c,2023-07-02 00:00:00.000 UTC,51780638540507109626925169
Gnosis,2023-07-03 00:00:00.000 UTC,6992007495117732046960049278
gnosis,2023-07-03 00:00:00.000 UTC,6992007495117732046960049278
Gnosis,2023-07-04 00:00:00.000 UTC,42111240765913346868732
gnosis,2023-07-04 00:00:00.000 UTC,42111240765913346868732
Gnosis,2023-07-06 00:00:00.000 UTC,37527364987529730233281
gnosis,2023-07-06 00:00:00.000 UTC,37527364987529730233281
Arbitrum,2023-07-09 00:00:00.000 UTC,8443287417250688826436
arbitrum,2023-07-09 00:00:00.000 UTC,8443287417250688826436
Avalanche,2023-07-12 00:00:00.000 UTC,886915944576582381649950
Gnosis,2023-07-12 00:00:00.000 UTC,26767794120064420743811
avalanche_c,2023-07-12 00:00:00.000 UTC,886915944576582381649950
gnosis,2023-07-12 00:00:00.000 UTC,26767794120064420743811
Avalanche,2023-07-14 00:00:00.000 UTC,11162197350545588637288901
Gnosis,2023-07-14 00:00:00.000 UTC,12446072782125218341573
avalanche_c,2023-07-14 00:00:00.000 UTC,11162197350545588637288901
gnosis,2023-07-14 00:00:00.000 UTC,12446072782125218341573
Avalanche,2023-07-22 00:00:00.000 UTC,16266835414172610202077536626
avalanche_c,2023-07-22 00:00:00.000 UTC,16266835414172610202077536626
Avalanche,2023-07-23 00:00:00.000 UTC,4887258402311298399701868784
avalanche_c,2023-07-23 00:00:00.000 UTC,4887258402311298399701868784
Avalanche,2023-07-24 00:00:00.000 UTC,13741458305871922613006235
avalanche_c,2023-07-24 00:00:00.000 UTC,13741458305871922613006235
Avalanche,2023-07-26 00:00:00.000 UTC,121795780038599834007458719
avalanche_c,2023-07-26 00:00:00.000 UTC,121795780038599834007458719
Avalanche,2023-07-27 00:00:00.000 UTC,200229738974832298280609352
avalanche_c,2023-07-27 00:00:00.000 UTC,200229738974832298280609352
Avalanche,2023-07-31 00:00:00.000 UTC,5184654338772648801253045
Gnosis,2023-07-31 00:00:00.000 UTC,40573846639433013763
avalanche_c,2023-07-31 00:00:00.000 UTC,5184654338772648801253045
gnosis,2023-07-31 00:00:00.000 UTC,40573846639433013763
Avalanche,2023-08-03 00:00:00.000 UTC,188592449371748425158789
avalanche_c,2023-08-03 00:00:00.000 UTC,188592449371748425158789
Arbitrum,2023-08-05 00:00:00.000 UTC,16691758344092068306786900930
Avalanche,2023-08-05 00:00:00.000 UTC,482410255415776445245192
arbitrum,2023-08-05 00:00:00.000 UTC,16691758344092068306786900930
avalanche_c,2023-08-05 00:00:00.000 UTC,482410255415776445245192
Arbitrum,2023-08-07 00:00:00.000 UTC,16368025356374413956365604
arbitrum,2023-08-07 00:00:00.000 UTC,16368025356374413956365604
Avalanche,2023-08-11 00:00:00.000 UTC,27534656668848596910255
avalanche_c,2023-08-11 00:00:00.000 UTC,27534656668848596910255
Arbitrum,2023-08-12 00:00:00.000 UTC,461186458730683018591002
arbitrum,2023-08-12 00:00:00.000 UTC,461186458730683018591002
Arbitrum,2023-08-13 00:00:00.000 UTC,16932123097397099444961207045
arbitrum,2023-08-13 00:00:00.000 UTC,16932123097397099444961207045
Gnosis,2023-08-17 00:00:00.000 UTC,51181156717908534196824
gnosis,2023-08-17 00:00:00.000 UTC,51181156717908534196824
Arbitrum,2023-08-18 00:00:00.000 UTC,473550463530842461765792
arbitrum,2023-08-18 00:00:00.000 UTC,473550463530842461765792
Avalanche,2023-08-19 00:00:00.000 UTC,35269482752397920088938518
avalanche_c,2023-08-19 00:00:00.000 UTC,35269482752397920088938518
Avalanche,2023-08-20 00:00:00.000 UTC,46313622152703402303305013
avalanche_c,2023-08-20 00:00:00.000 UTC,46313622152703402303305013
Avalanche,2023-08-21 00:00:00.000 UTC,393235066039781023334726
avalanche_c,2023-08-21 00:00:00.000 UTC,393235066039781023334726
Gnosis,2023-08-22 00:00:00.000 UTC,23760877469597772691568022
gnosis,2023-08-22 00:00:00.000 UTC,23760877469597772691568022
Avalanche,2023-08-24 00:00:00.000 UTC,3843534048298367086672840
avalanche_c,2023-08-24 00:00:00.000 UTC,3843534048298367086672840
Avalanche,2023-08-31 00:00:00.000 UTC,7151604068686240567360740
Gnosis,2023-08-31 00:00:00.000 UTC,18223029879911304995767
avalanche_c,2023-08-31 00:00:00.000 UTC,7151604068686240567360740
gnosis,2023-08-31 00:00:00.000 UTC,18223029879911304995767
Avalanche,2023-09-01 00:00:00.000 UTC,3710878715632577429946096
avalanche_c,2023-09-01 00:00:00.000 UTC,3710878715632577429946096
Avalanche,2023-09-04 00:00:00.000 UTC,208134089799848782505300
avalanche_c,2023-09-04 00:00:00.000 UTC,208134089799848782505300
Avalanche,2023-09-09 00:00:00.000 UTC,7490418052430333378900987
avalanche_c,2023-09-09 00:00:00.000 UTC,7490418052430333378900987
Avalanche,2023-09-10 00:00:00.000 UTC,51395124134012133211027
avalanche_c,2023-09-10 00:00:00.000 UTC,51395124134012133211027
Gnosis,2023-09-11 00:00:00.000 UTC,262000000000000
gnosis,2023-09-11 00:00:00.000 UTC,262000000000000
Avalanche,2023-09-12 00:00:00.000 UTC,96306402717634800030178
Gnosis,2023-09-12 00:00:00.000 UTC,840000000000000
avalanche_c,2023-09-12 00:00:00.000 UTC,96306402717634800030178
gnosis,2023-09-12 00:00:00.000 UTC,840000000000000
Avalanche,2023-09-13 00:00:00.000 UTC,1065505032708000000000000
Gnosis,2023-09-13 00:00:00.000 UTC,1600000000000000
avalanche_c,2023-09-13 00:00:00.000 UTC,1065505032708000000000000
gnosis,2023-09-13 00:00:00.000 UTC,1600000000000000
Gnosis,2023-09-14 00:00:00.000 UTC,1514000000000000
gnosis,2023-09-14 00:00:00.000 UTC,1514000000000000
Gnosis,2023-09-15 00:00:00.000 UTC,276019649993009978980013
gnosis,2023-09-15 00:00:00.000 UTC,276019649993009978980013
Gnosis,2023-09-16 00:00:00.000 UTC,60000000000000
gnosis,2023-09-16 00:00:00.000 UTC,60000000000000
Gnosis,2023-09-17 00:00:00.000 UTC,952500000000000
gnosis,2023-09-17 00:00:00.000 UTC,952500000000000
Gnosis,2023-09-18 00:00:00.000 UTC,200000000000000
gnosis,2023-09-18 00:00:00.000 UTC,200000000000000
Gnosis,2023-09-19 00:00:00.000 UTC,937000000000000
gnosis,2023-09-19 00:00:00.000 UTC,937000000000000
Gnosis,2023-09-20 00:00:00.000 UTC,4047860805219909099886
gnosis,2023-09-20 00:00:00.000 UTC,4047860805219909099886
